sourceID,reportingCompany,reportingCountry,sourceURL,format,startDate,endDate,sourcePublishDate
5aa29974ab0c1cf275216d5e8d58f334,Chalice Gold Mines Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5aa29974ab0c1cf275216d5e8d58f334,.pdf,07-01-2016,06-30-2017,11-16-2017
5b39380953568449aaa104027990bb2a,Dundee Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-5b39380953568449aaa104027990bb2a,.pdf,01-01-2017,12-31-2017,03-27-2019
2f298819b6e5dcdbdf726ba9d2bf23a0,Dundee Precious Metals Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2f298819b6e5dcdbdf726ba9d2bf23a0,.pdf,01-01-2016,12-31-2016,05-29-2017
a9401f3d6444c8dd4f888e3a9cadee34,Eastern Platinum Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta9401f3d6444c8dd4f888e3a9cadee34,.pdf,01-01-2016,12-31-2016,05-30-2017
95e0347a15be101e3be11df5d66dca43,Eastern Platinum Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report95e0347a15be101e3be11df5d66dca43,.pdf,01-01-2017,12-31-2017,05-28-2018
7ed5cc8af47326b8df596c9ab335f02c-bc59a75d9dd892683d2b45424afdd65f-957917aaae9b65537b98d16e7704755a-de338a7728c64995c9cfb5e8d2ed620b,Ferrexpo Plc,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7ed5cc8af47326b8df596c9ab335f02c-bc59a75d9dd892683d2b45424afdd65f-957917aaae9b65537b98d16e7704755a-de338a7728c64995c9cfb5e8d2ed620b,.zip,01-01-2016,12-31-2016,07-06-2017
c998b837ecf74edebfb7dfcc7b338f10-dea9b27856b00a9cafbd24d517cc38d0-65cee87c7967ba63bb9c37accc3840d8-f7099d64788669cc4a780f87d7de02df,Ferrexpo Plc,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c998b837ecf74edebfb7dfcc7b338f10-dea9b27856b00a9cafbd24d517cc38d0-65cee87c7967ba63bb9c37accc3840d8-f7099d64788669cc4a780f87d7de02df,.zip,01-01-2017,12-31-2017,06-27-2018
3bd42d5bfd6d68e2de77750899881f6b,Gain Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report3bd42d5bfd6d68e2de77750899881f6b,.pdf,08-11-2017,12-31-2017,03-07-2018
8007cfb38ce6eb7ccb334c0ffc390a03,Genel Energy PLC,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report8007cfb38ce6eb7ccb334c0ffc390a03,.pdf,01-01-2017,12-31-2017,04-12-2018
988e03737a663ef482068d444540f129,Geomark Exploration Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report988e03737a663ef482068d444540f129,.pdf,01-01-2017,12-31-2017,05-25-2018
5922fa6499cd97a20d36148319276b61-9a6b223ec4731a6383d4ffe7ee63f83f-eaead40dc09617fb42391922dce6e3f2-5d591a5a13d0e27cc5dea77830fcacfd,Chrysaor Resources (Irish Sea) Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-5922fa6499cd97a20d36148319276b61-9a6b223ec4731a6383d4ffe7ee63f83f-eaead40dc09617fb42391922dce6e3f2-5d591a5a13d0e27cc5dea77830fcacfd,.zip,01-01-2018,12-31-2018,11-28-2019
835ce412bfdadb9f4989de584acc0724,Compania Espanola de Petroleos S.A.U.,Spain,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report835ce412bfdadb9f4989de584acc0724,.pdf,01-01-2016,12-31-2016,07-20-2017
27751819293f68844da86422c7908b7d-46a98dec466e49f7de34c5f552b1939e-87aa313a05be455357480737910f16ce-d555abb4ed168a09f6118d9c628c2224,ConocoPhillips Petroleum Company U.K. Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-27751819293f68844da86422c7908b7d-46a98dec466e49f7de34c5f552b1939e-87aa313a05be455357480737910f16ce-d555abb4ed168a09f6118d9c628c2224,.zip,01-01-2017,12-31-2017,11-08-2018
c41e086abfad8e42654813f9aa52af9a,Coro Mining Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c41e086abfad8e42654813f9aa52af9a,.pdf,01-01-2018,12-31-2018,06-04-2019
e4dee8cd29a956e738debfdbf72ef88a,Discovery Metals Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte4dee8cd29a956e738debfdbf72ef88a,.pdf,01-09-2017,12-31-2017,05-14-2018
97ec1c1fe04fc8028116330778f7ad84,eCobalt Solutions Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-97ec1c1fe04fc8028116330778f7ad84,.pdf,01-01-2018,12-31-2018,06-18-2019
29278c5b1a2a0feaff96513e8db1b5ef,Ember Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-29278c5b1a2a0feaff96513e8db1b5ef,.pdf,01-01-2018,12-31-2018
29049abdad12ed938e371e4ae7d2b5a8-ab6405c4c0741687d3e394b04b3169bf-bed2986e4640564e5887c49588ae5457-072a93de1513f94bda5ca8d5d5de9359,Endeavour Energy UK Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-29049abdad12ed938e371e4ae7d2b5a8-ab6405c4c0741687d3e394b04b3169bf-bed2986e4640564e5887c49588ae5457-072a93de1513f94bda5ca8d5d5de9359,.zip,01-01-2018,12-31-2018,11-06-2019
6baec4545fbe982597ccbb80cabf8b77,Engie S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-6baec4545fbe982597ccbb80cabf8b77,.pdf,01-01-2016,12-31-2016
0ad1cb3fac6457b912666f57e0ed7053,Entree Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-0ad1cb3fac6457b912666f57e0ed7053,.pdf,01-01-2018,12-31-2018,05-29-2019
67411ff3d7ac2f9e0eac751c1e640abd,ExxonMobil Luxembourg et Cie,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-67411ff3d7ac2f9e0eac751c1e640abd,.pdf,01-01-2017,12-31-2017,12-19-2018
7dfdabcc15c4376a5d4d8abe5676f963,Falco Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-7dfdabcc15c4376a5d4d8abe5676f963,.pdf,07-01-2017,06-30-2018,11-27-2018
9c0c7db678cd4167324182ff48b5d656,First Quantum Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9c0c7db678cd4167324182ff48b5d656,.pdf,01-01-2016,12-31-2016,05-29-2017
a9076171d97d3b2749a204581ae968da,Fission 3.0 Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta9076171d97d3b2749a204581ae968da,.pdf,07-01-2016,06-30-2017,11-27-2017
fe1adc0de457d8ba5b6f4e7ca1f02e9c,ConocoPhillips Canada Resources Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-fe1adc0de457d8ba5b6f4e7ca1f02e9c,.pdf,01-01-2018,12-31-2018,05-24-2019
7056b9e15b9fab1033797b3712daeebf-fea5fbf9cc4e521e5346539372b2bdd6-80c16cbf7b41c8507fdd47c1a7034a58-5e85246609af51e59af372c70265ae8a,Dana Petroleum Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7056b9e15b9fab1033797b3712daeebf-fea5fbf9cc4e521e5346539372b2bdd6-80c16cbf7b41c8507fdd47c1a7034a58-5e85246609af51e59af372c70265ae8a,.zip,01-01-2015,12-31-2015,11-29-2016
a6077a5d2e984580d8b3cd0465b70b26,Electricite de France S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta6077a5d2e984580d8b3cd0465b70b26,.pdf,01-01-2016,12-31-2016
97426c263de0531c25dccb81283b6e7a,Electricite de France S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report97426c263de0531c25dccb81283b6e7a,.pdf,01-01-2017,12-31-2017
00dc6e63c68f0df95ad50e0706725ff9,Enea S.A.,Poland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-00dc6e63c68f0df95ad50e0706725ff9,.pdf,01-01-2016,12-31-2016
a5f8212d19e09351651895407eabe33b,Enercapita Energy L.P.,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta5f8212d19e09351651895407eabe33b,.pdf,01-01-2017,12-31-2017,05-30-2018
f39910a0ee92d720bb24469cae5402d4-0f3b66a10be9846b8e50fb5a544151f0-3ffed5ff4c36f469b249b348ff872996-d67406db68fb5d2c67c79644a115fe97,EVRAZ plc,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf39910a0ee92d720bb24469cae5402d4-0f3b66a10be9846b8e50fb5a544151f0-3ffed5ff4c36f469b249b348ff872996-d67406db68fb5d2c67c79644a115fe97,.zip,01-01-2016,12-31-2016,06-19-2017
ba9e29142117b3bfcbcad6c7e171a72e,First Quantum Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-ba9e29142117b3bfcbcad6c7e171a72e,.pdf,01-01-2017,12-31-2017,05-30-2019
5101e7a39dbdefa27a83f80f117712cd,G3 Exploration Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5101e7a39dbdefa27a83f80f117712cd,.html,01-01-2016,12-31-2016,05-03-2018
f0bc4b5edd628c0158e92dd55e3ccc3b,Gem Diamonds Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-f0bc4b5edd628c0158e92dd55e3ccc3b,.html,01-01-2018,12-31-2018,06-11-2019
c8750c7f307a132aadf5be30a5446007,Galane Gold Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportc8750c7f307a132aadf5be30a5446007,.pdf,01-01-2016,12-31-2016,05-30-2017
2698a67695e000c4e890f3a10727c581,Groupe Bruxelles Lambert (GBL),Belgium,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-2698a67695e000c4e890f3a10727c581,.pdf,01-01-2017,12-31-2017,05-11-2018
395ee1051233305284823a9e4c2bf625,Goldgroup Mining Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-395ee1051233305284823a9e4c2bf625,.pdf,01-01-2018,12-31-2018,04-10-2019
ff90fcba8b5f60a5000741ef9cf398a1,Greenfields Petroleum Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportff90fcba8b5f60a5000741ef9cf398a1,.pdf,01-01-2017,12-31-2017,05-18-2018
b6cdc144d3420f3ef94f819be4416ffa,"Grupa Azoty Zaklady Chemiczne ""Police"" S.A.",Poland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-b6cdc144d3420f3ef94f819be4416ffa,.pdf,01-01-2017,12-31-2017,04-12-2018
9998dca3062a0df8b5f62de99bbf360d,Hudson Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-9998dca3062a0df8b5f62de99bbf360d,.pdf,04-01-2017,03-31-2018,01-23-2020
48276b4bc880be04bb497bf575b021ff,Imperial Oil Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-48276b4bc880be04bb497bf575b021ff,.pdf,01-01-2018,12-31-2018,05-29-2019
42fe62d5bd1e31918e1f482b0b133515-9e32a0ca09502c719c4c627665090268-99b59ee7fba502cd0e863a54276a2384-d3df9551f246ff18e408d9a82d0ec0e0,Ithaca Energy (UK) Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report42fe62d5bd1e31918e1f482b0b133515-9e32a0ca09502c719c4c627665090268-99b59ee7fba502cd0e863a54276a2384-d3df9551f246ff18e408d9a82d0ec0e0,.zip,01-01-2015,12-31-2015,11-16-2016
29dc95e24eb1718de15093c5202e9bfa,Hecla Quebec Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-29dc95e24eb1718de15093c5202e9bfa,.pdf,01-01-2017,12-31-2017,05-23-2018
95ee9d2c011a7698441b70f36d395f63,Hemisphere Energy Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-95ee9d2c011a7698441b70f36d395f63,.pdf,01-01-2018,12-31-2018,05-30-2019
25da9474268b0e903f967f2ee6b974a7,Huckleberry Mines Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report25da9474268b0e903f967f2ee6b974a7,.pdf,01-01-2016,12-31-2016,05-30-2017
d64a1d047eaf41a4acf52291f80dd9c8,Kaizen Discovery Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd64a1d047eaf41a4acf52291f80dd9c8,.pdf,01-01-2017,12-31-2017,05-23-2018
7f235fe98c6494f8443a281efd191489,Imerys Metalcasting Germany GmbH,Germany,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-7f235fe98c6494f8443a281efd191489,.html,01-01-2016,12-31-2016,10-29-2019
86bc3e9fe02f5d62dff97d849eff9f4c,Klondex Mines Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report86bc3e9fe02f5d62dff97d849eff9f4c,.pdf,01-01-2017,12-31-2017,05-29-2018
be214e5888605132eece4e77bcfb6bd2,Lafarge Canada Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportbe214e5888605132eece4e77bcfb6bd2,.pdf,01-01-2017,12-31-2017,05-28-2018
a5fcd781248c44f90c90b6c5356443c9,LafargeHolcim Limited,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-a5fcd781248c44f90c90b6c5356443c9,.pdf,01-01-2015,12-31-2015
3fa4e35add4bd60f77e40d3310748581,Kincora Copper Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-3fa4e35add4bd60f77e40d3310748581,.xlsx,01-01-2017,12-31-2017
2583643e9abda6d0d9d087704b08b462,Kinross Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2583643e9abda6d0d9d087704b08b462,.pdf,01-01-2017,12-31-2017,05-30-2018
a35b073383f4fec2e829b0d05a2a8c94,Eco Oro Minerals Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-a35b073383f4fec2e829b0d05a2a8c94,.pdf,01-01-2017,12-31-2017,05-29-2018
350a63bac843fae504519fcf9fe13856-c0b997bea638c12f6217f754548356e4-e869fc646c3cd4a3ff1d8f18d33d8adf-ec519f7665110905a18260379d87bc7a,Endeavour Energy UK Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report350a63bac843fae504519fcf9fe13856-c0b997bea638c12f6217f754548356e4-e869fc646c3cd4a3ff1d8f18d33d8adf-ec519f7665110905a18260379d87bc7a,.zip,01-01-2016,12-31-2016,11-23-2017
c10e9832080b99bb548ed3a17057eee5-015a61655bcd3d2200bdeb033908c0ca-5eddb3eb880cb9440a81eac673b12472-0c927d848e4e6f52433bb2280e493187,ESSO Exploration and Production UK Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c10e9832080b99bb548ed3a17057eee5-015a61655bcd3d2200bdeb033908c0ca-5eddb3eb880cb9440a81eac673b12472-0c927d848e4e6f52433bb2280e493187,.zip,01-01-2018,12-31-2018,10-22-2019
5de1ece7c55c58a161a86049741b97f8,Freehold Royalties Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5de1ece7c55c58a161a86049741b97f8,.pdf,01-01-2016,12-31-2016,05-30-2017
65c770e3ac45c905417c8c6ae9167026,Frontera Energy Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-65c770e3ac45c905417c8c6ae9167026,.pdf,01-01-2016,12-31-2016,09-03-2019
d84f97f6ef904851b0c86b956f73c63b,Genel Energy PLC,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-d84f97f6ef904851b0c86b956f73c63b,.pdf,01-01-2018,12-31-2018,04-09-2019
a47724475a8f74bd16c40f62ff3580a6,Glen Eagle Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-a47724475a8f74bd16c40f62ff3580a6,.pdf,01-01-2017,12-31-2017,05-22-2018
ec68e73d4ecacf0c4a95a25a81854032,Centamin plc,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportec68e73d4ecacf0c4a95a25a81854032,.pdf,01-01-2016,12-31-2016,02-01-2017
e85f74036be32b909a899f8de8212be5,Ciment Quebec Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-e85f74036be32b909a899f8de8212be5,.pdf,01-01-2016,12-31-2016,06-27-2017
a909eb4de9df83ad1d77b829b731be24,Clariant Produkte (Deutschland) GmbH,Germany,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-a909eb4de9df83ad1d77b829b731be24,.html,01-01-2018,12-31-2018,09-03-2019
21dc7e76d3767a74c71fd1d9df4ed97f-d0fd136bfb769da2a5781fe2fd7a5bd3-7781bb394e402aedb01c6f3492048ba2-d9cba03a0c94c2b29c1d839c43411d96,CNOOC Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-21dc7e76d3767a74c71fd1d9df4ed97f-d0fd136bfb769da2a5781fe2fd7a5bd3-7781bb394e402aedb01c6f3492048ba2-d9cba03a0c94c2b29c1d839c43411d96,.zip,01-01-2018,12-31-2018,06-05-2019
209dfaf4a695f052223806567eddea36,ConocoPhillips Norge,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report209dfaf4a695f052223806567eddea36,.pdf,01-01-2014,12-31-2014
0b7ca4193178b6ca7ae18e95e98fa8ef,Cordoba Minerals Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report0b7ca4193178b6ca7ae18e95e98fa8ef,.pdf,01-01-2017,12-31-2017,05-29-2018
b801e7da9a504b0f2ddac552d24c338e,Crew Energy Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-b801e7da9a504b0f2ddac552d24c338e,.pdf,01-01-2018,12-31-2018,04-30-2019
47da8e8064edfe8805aa09afcd673e20,DNO ASA,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report47da8e8064edfe8805aa09afcd673e20,.pdf,01-01-2017,12-31-2017,03-15-2018
c4eb13a4098424c56d358a54682eb472,Eagle Energy Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportc4eb13a4098424c56d358a54682eb472,.pdf,01-01-2017,12-31-2017,05-28-2018
24de221020f52db44e49b60d73116c70,Ellaktor S.A.,Greece,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-24de221020f52db44e49b60d73116c70,.html,01-01-2017,12-31-2017,06-28-2018
17b3d6c03288211b1f50d2baf4119766,Euromax Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report17b3d6c03288211b1f50d2baf4119766,.pdf,01-01-2017,12-31-2017,03-22-2018
815490c1cfd1c3c7e0ecb3fe2f235031,Evrim Resources Corp.,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-815490c1cfd1c3c7e0ecb3fe2f235031,.pdf,01-01-2018,12-31-2018,04-05-2019
ebf90ebc32cbaa6ea86abc701857b7c0,Azimut Exploration Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-ebf90ebc32cbaa6ea86abc701857b7c0,.pdf,09-01-2018,08-31-2019,01-27-2020
b8ce3931ed8ecaec29e496cdf800080f,ExxonMobil Canada Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-b8ce3931ed8ecaec29e496cdf800080f,.pdf,01-01-2017,01-31-2018,04-23-2018
7b92838096135617aa3c236e85316b69,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7b92838096135617aa3c236e85316b69,.pdf,01-01-2015,12-31-2015
6d895f4cacd4b872708afac8fdf6a9a9,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report6d895f4cacd4b872708afac8fdf6a9a9,.pdf,01-01-2016,12-31-2016
79b101b096283ba53aa501d354d1d88f,Falco Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report79b101b096283ba53aa501d354d1d88f,.pdf,07-01-2016,06-30-2017,11-23-2017
ffdd732a29daedba27f618e987f08236,First Majestic Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportffdd732a29daedba27f618e987f08236,.pdf,01-01-2017,12-31-2017,05-11-2018
6e46ff100fcf156a010205e8cb0df6d6,Cequence Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-6e46ff100fcf156a010205e8cb0df6d6,.pdf,01-01-2018,12-31-2018,05-30-2019
7dc0ea33b12d8b498b4dba92d64bbb22,CEZ Group,Czechia,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-7dc0ea33b12d8b498b4dba92d64bbb22,.pdf,01-01-2017,12-31-2017
25514c019c65713aaf239b1128d0d993,Connacher Oil and Gas Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-25514c019c65713aaf239b1128d0d993,.pdf,01-01-2017,12-31-2017,05-04-2018
5dee064174fc609bf973b6ab5b6aa924,China Gold International Resources Corporation Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-5dee064174fc609bf973b6ab5b6aa924,.pdf,01-01-2018,12-31-2018,05-27-2019
4795ff7a4f544320e1850019aaf67761,Compania Espanola de Petroleos S.A.U.,Spain,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-4795ff7a4f544320e1850019aaf67761,.pdf,01-01-2018,12-31-2018
2f7cfc8504629bd9c5de686eb4646b09,Conuma Coal Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-2f7cfc8504629bd9c5de686eb4646b09,.pdf,01-01-2017,12-31-2017,06-18-2018
b1002fe346986ba8e0375c5f5bbc4f94,Cor4 Oil Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-b1002fe346986ba8e0375c5f5bbc4f94,.pdf,01-01-2018,12-31-2018,05-30-2019
ecdc9c1399596396a56c6d872f57e352,Dyckerhoff GmbH,Germany,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-ecdc9c1399596396a56c6d872f57e352,.html,01-01-2016,12-31-2016,01-21-2019
952443bfc9385883db611c490bc83f77,Energy Fuels Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report952443bfc9385883db611c490bc83f77,.pdf,01-01-2016,12-31-2016,05-30-2017
25dc8305f773ac52006a47cfa52ea863,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-25dc8305f773ac52006a47cfa52ea863,.pdf,01-01-2018,12-31-2018
f5f724fca23dba04e926e2a2942f6206,Galp Energia,Portugal,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf5f724fca23dba04e926e2a2942f6206,.pdf,01-01-2016,12-31-2016,04-11-2017
06213057ecb6766786da846dd0582465,Gem Diamonds Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report06213057ecb6766786da846dd0582465,.pdf,01-01-2017,12-31-2017,06-19-2018
3adf4af09740e20ede420f817ff48b8f,Gem Diamonds Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report3adf4af09740e20ede420f817ff48b8f,.pdf,01-01-2015,12-31-2015,06-30-2016
ae13606c6ebbbfe59dca7a9f16c9c01c-f8db0d29586f6b2de1639747b1552e4f-a264f1c9921cca1c41e9b7ab09cf6796-83d60efec827a992b4615aac62c1a44b,Gemfields plc,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportae13606c6ebbbfe59dca7a9f16c9c01c-f8db0d29586f6b2de1639747b1552e4f-a264f1c9921cca1c41e9b7ab09cf6796-83d60efec827a992b4615aac62c1a44b,.zip,07-01-2015,06-30-2016,05-31-2017
169910779fbc91b7dfeddc2c81c4c8b2,GFG Resources Inc.,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-169910779fbc91b7dfeddc2c81c4c8b2,.pdf,10-21-2016,06-30-2017,03-06-2019
64e0434fb130d2eef10e96c911eba492,Global Battery Metals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-64e0434fb130d2eef10e96c911eba492,.pdf,05-01-2018,04-30-2019,09-27-2019
056b0f3211ad98239523d3e8753b3cf6,Glencore PLC,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report056b0f3211ad98239523d3e8753b3cf6,.xml,01-01-2017,12-31-2017,06-29-2018
2064a33a78eac30692a4d63260eed4df,GoGold Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-2064a33a78eac30692a4d63260eed4df,.pdf,10-01-2017,09-30-2018,11-30-2018
73dd290a1a56eca8d3e7b3de21c6cafd,Golden Star Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-73dd290a1a56eca8d3e7b3de21c6cafd,.pdf,01-01-2018,12-31-2018,05-21-2019
5070a6ec72d15ebe7c187bb29d4c55b2,Goldgroup Mining Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-5070a6ec72d15ebe7c187bb29d4c55b2,.pdf,01-01-2017,12-31-2017,04-10-2019
